Id,SalePrice
1654,214305.75
1655,246293.16
1656,213436.86
1657,217765.52
1658,207897.52
1659,229506.9
1660,278719.5
1661,575543.6
1662,533001.4
1663,544919.4
1664,551870.9
1665,433743.22
1666,496290.97
1667,476026.88
1668,492299.2
1669,450297.03
1670,543259.5
1671,389988.34
1672,575442.06
1673,432823.4
1674,369695.75
1675,283180.8
1676,293417.6
1677,339535.03
1678,558600.94
1679,487831.7
1680,464576.84
1681,384840.25
1682,479558.22
1683,271947.16
1684,286853.25
1685,265149.38
1686,263130.38
1687,310585.38
1688,303920.9
1689,318789.94
1690,333178.4
1691,326358.25
1692,425343.3
1693,305631.72
1694,301582.5
1695,301740.16
1696,405254.66
1697,307130.62
1698,501978.78
1699,448115.2
1700,342240.47
1701,380618.3
1702,357850.47
1703,367859.56
1704,435184.72
1705,360125.1
1706,501477.8
1707,314355.28
1708,313476.3
1709,433727.94
1710,343813.34
1711,416729.12
1712,370329.16
1713,427785.34
1714,344589.34
1715,325872.47
1716,305684.75
1717,306456.22
1718,233764.98
1719,312037.47
1720,402456.56
1721,311530.22
1722,224834.42
1723,270208.6
1724,318813.34
1725,356431.88
1726,272798.1
1727,239461.53
1728,294064.4
1729,266735.0
1730,183899.38
1731,208215.19
1732,226346.2
1733,203985.11
1734,193842.9
1735,240127.25
1736,194219.1
1737,411432.44
1738,350217.88
1739,297952.44
1740,286986.25
1741,314795.38
1742,278248.62
1743,318044.12
1744,462196.22
1745,279145.12
1746,286976.38
1747,310559.03
1748,302064.94
1749,222311.03
1750,200325.27
1751,344957.94
1752,210828.55
1753,196495.2
1754,274591.28
1755,243868.7
1756,236646.44
1757,208736.48
1758,242884.12
1759,229597.55
1760,272323.22
1761,220050.66
1762,239748.55
1763,233645.3
1764,194282.64
1765,189657.94
1766,270954.62
1767,347232.72
1768,224450.3
1769,284879.47
1770,263534.94
1771,195814.45
1772,197790.22
1773,211537.48
1774,174860.36
1775,223489.33
1776,219431.4
1777,207967.9
1778,246297.14
1779,160274.22
1780,303156.7
1781,197287.03
1782,180503.47
1783,254050.31
1784,220510.94
1785,194790.61
1786,186291.92
1787,271216.5
1788,140996.95
1789,196760.9
1790,200992.73
1791,219179.39
1792,227661.6
1793,217795.0
1794,268433.28
1795,214457.45
1796,213046.39
1797,207545.5
1798,198959.38
1799,215486.83
1800,212202.05
1801,222836.6
1802,233273.7
1803,209002.4
1804,235626.73
1805,229350.25
1806,203341.83
1807,192280.3
1808,240266.75
1809,212159.95
1810,219161.61
1811,154594.95
1812,154148.28
1813,197697.81
1814,178194.62
1815,102094.29
1816,182308.23
1817,169634.7
1818,185839.61
1819,226367.8
1820,110803.26
1821,169754.95
1822,252734.5
1823,104066.05
1824,220599.08
1825,217851.72
1826,181224.81
1827,208864.53
1828,209100.3
1829,194149.84
1830,201365.72
1831,228667.53
1832,113637.17
1833,197881.34
1834,222363.19
1835,212072.16
1836,176443.88
1837,171126.34
1838,199528.47
1839,205207.53
1840,243927.1
1841,212165.22
1842,162850.67
1843,215099.17
1844,243620.9
1845,204712.81
1846,239976.84
1847,202235.8
1848,93572.875
1849,141842.31
1850,193907.44
1851,235550.58
1852,203227.05
1853,220190.05
1854,300879.25
1855,236555.95
1856,333367.53
1857,197683.1
1858,160505.03
1859,150415.38
1860,236849.64
1861,150415.38
1862,401113.16
1863,396143.75
1864,396143.75
1865,503006.7
1866,494360.34
1867,387938.12
1868,422999.9
1869,327428.8
1870,421464.12
1871,356484.9
1872,268792.2
1873,351264.5
1874,269496.0
1875,325910.38
1876,302000.7
1877,335009.2
1878,305246.34
1879,219090.78
1880,231646.27
1881,374081.47
1882,384600.28
1883,297899.56
1884,307699.38
1885,400283.16
1886,439982.94
1887,337993.34
1888,458893.38
1889,267807.84
1890,201423.53
1891,248603.9
1892,196553.86
1893,186649.55
1894,166762.69
1895,190481.06
1896,215189.86
1897,195333.81
1898,203159.23
1899,276508.03
1900,307738.12
1901,239362.45
1902,219064.03
1903,286595.94
1904,225801.38
1905,256572.06
1906,260208.19
1907,254881.48
1908,201603.61
1909,240109.61
1910,193321.73
1911,312180.06
1912,386549.9
1913,237644.48
1914,135375.48
1915,457759.53
1916,112565.99
1917,408444.8
1918,247159.98
1919,271769.28
1920,201163.03
1921,543289.0
1922,502713.2
1923,315666.6
1924,325496.0
1925,298909.0
1926,539378.9
1927,216962.45
1928,257785.14
1929,217859.19
1930,257908.58
1931,266641.16
1932,241211.73
1933,252411.25
1934,295433.62
1935,298051.03
1936,295033.8
1937,300244.34
1938,274724.1
1939,351976.4
1940,312544.66
1941,274232.22
1942,273912.03
1943,322941.72
1944,436492.75
1945,563528.44
1946,186829.6
1947,431209.6
1948,236960.12
1949,319345.25
1950,284012.75
1951,314755.47
1952,289221.66
1953,257687.31
1954,249177.38
1955,215894.72
1956,322551.12
1957,211265.52
1958,460131.78
1959,196027.08
1960,199278.6
1961,208413.25
1962,178321.44
1963,188593.08
1964,170699.14
1965,211126.33
1966,229215.77
1967,440322.53
1968,513643.28
1969,528591.9
1970,523666.62
1971,543248.6
1972,511741.3
1973,388929.78
1974,454296.84
1975,612213.3
1976,445951.2
1977,458256.16
1978,402201.03
1979,451338.75
1980,306691.6
1981,500950.1
1982,357209.44
1983,333111.38
1984,266102.38
1985,350837.97
1986,333212.1
1987,291641.06
1988,281396.75
1989,303868.72
1990,313712.0
1991,352505.16
1992,320070.9
1993,295717.2
1994,331409.78
1995,308272.72
1996,353773.8
1997,414713.53
1998,452980.8
1999,374070.4
2000,421945.53
2001,372134.03
2002,362744.38
2003,377130.84
2004,438057.4
2005,342692.5
2006,366361.47
2007,367881.66
2008,364556.1
2009,298245.25
2010,324272.16
2011,235827.94
2012,290690.84
2013,286850.78
2014,286703.38
2015,342396.53
2016,293761.4
2017,304697.78
2018,203923.84
2019,257959.75
2020,201976.56
2021,192654.75
2022,271229.44
2023,206154.56
2024,327105.78
2025,419482.0
2026,282002.84
2027,270930.06
2028,263984.94
2029,268705.56
2030,436368.3
2031,413006.88
2032,407942.25
2033,428744.34
2034,294830.16
2035,334822.66
2036,329659.34
2037,339331.75
2038,417935.47
2039,413572.88
2040,349767.25
2041,457982.7
2042,316753.44
2043,239617.34
2044,226445.31
2045,299295.78
2046,186881.27
2047,222528.66
2048,261806.97
2049,182063.77
2050,271047.16
2051,156742.22
2052,205248.83
2053,252014.38
2054,181076.77
2055,221578.03
2056,255933.23
2057,184100.47
2058,309092.28
2059,206391.4
2060,264782.47
2061,255349.34
2062,205706.6
2063,197213.84
2064,216015.2
2065,217558.34
2066,224704.52
2067,120658.57
2068,181137.2
2069,139288.77
2070,188649.92
2071,214179.06
2072,202521.06
2073,232296.89
2074,331015.6
2075,266908.56
2076,228808.67
2077,232630.77
2078,208033.17
2079,208292.84
2080,198382.45
2081,209199.03
2082,161834.73
2083,220242.97
2084,190794.5
2085,182744.62
2086,241167.34
2087,218681.62
2088,195751.72
2089,159529.6
2090,221063.23
2091,204451.36
2092,197111.38
2093,178253.94
2094,232044.25
2095,227601.89
2096,162338.81
2097,191800.28
2098,230459.02
2099,149255.66
2100,131688.89
2101,226001.95
2102,209702.4
2103,218359.66
2104,190043.78
2105,210953.45
2106,149491.56
2107,292682.28
2108,186174.7
2109,214602.1
2110,235904.88
2111,221664.9
2112,195876.1
2113,225988.8
2114,217981.6
2115,243154.36
2116,239139.53
2117,262996.16
2118,202168.69
2119,176966.62
2120,222895.25
2121,189611.28
2122,192487.08
2123,140501.78
2124,234157.45
2125,175066.61
2126,247779.27
2127,200495.56
2128,188768.33
2129,183516.22
2130,208401.92
2131,183811.19
2132,196840.48
2133,223158.36
2134,199650.86
2135,211555.84
2136,141828.78
2137,217921.95
2138,215536.97
2139,259283.97
2140,260762.9
2141,270893.66
2142,193254.45
2143,245483.44
2144,210381.86
2145,253226.92
2146,268230.38
2147,193640.77
2148,222028.6
2149,253981.75
2150,309633.1
2151,176160.58
2152,254977.52
2153,223021.56
2154,199205.62
2155,257181.56
2156,322560.06
2157,356059.84
2158,350735.28
2159,308433.0
2160,309019.78
2161,362615.72
2162,479149.53
2163,524745.5
2164,415987.4
2165,271947.16
2166,289282.9
2167,361062.53
2168,317461.7
2169,324304.03
2170,352109.7
2171,250256.19
2172,223965.56
2173,247221.52
2174,311767.97
2175,496805.22
2176,482454.12
2177,326480.6
2178,345294.62
2179,276040.1
2180,330606.72
2181,289189.66
2182,304482.84
2183,288555.5
2184,207292.3
2185,214171.52
2186,242182.38
2187,255875.16
2188,270709.5
2189,244586.08
2190,119042.18
2191,120599.9
2192,186562.34
2193,217939.4
2194,157424.6
2195,197828.5
2196,180874.31
2197,212308.52
2198,244886.47
2199,265596.3
2200,245816.33
2201,258329.52
2202,347731.78
2203,212750.98
2204,248446.06
2205,186994.66
2206,236873.81
2207,325611.5
2208,364428.53
2209,282657.94
2210,222479.42
2211,230746.02
2212,228061.0
2213,171277.38
2214,190643.72
2215,219539.2
2216,192251.69
2217,130880.2
2218,141290.8
2219,176793.39
2220,127270.51
2221,454439.84
2222,393877.44
2223,377385.22
2224,341714.4
2225,141227.08
2226,288003.72
2227,300250.66
2228,373135.12
2229,409066.56
2230,251738.38
2231,338963.03
2232,244074.62
2233,273346.03
2234,392684.75
2235,303089.03
2236,386621.44
2237,452605.12
2238,328735.4
2239,191901.27
2240,273728.72
2241,254478.78
2242,216708.5
2243,202864.17
2244,219902.12
2245,187837.22
2246,220137.34
2247,215645.33
2248,235712.83
2249,244476.25
2250,244925.0
2251,154372.78
2252,237379.47
2253,271147.47
2254,298231.03
2255,306139.6
2256,313458.1
2257,309988.53
2258,285522.44
2259,280089.12
2260,250883.23
2261,306417.66
2262,336543.38
2263,475751.4
2264,582923.56
2265,261545.44
2266,451902.1
2267,450775.66
2268,560113.8
2269,235336.81
2270,343814.0
2271,314356.78
2272,287610.94
2273,268244.44
2274,290013.53
2275,239043.53
2276,303818.3
2277,254228.94
2278,233820.5
2279,232035.84
2280,215231.73
2281,267789.72
2282,294832.97
2283,180991.81
2284,172250.72
2285,232462.0
2286,209267.08
2287,509334.62
2288,378750.62
2289,489153.34
2290,543873.75
2291,424764.03
2292,565443.8
2293,539954.3
2294,452650.03
2295,579683.8
2296,374275.22
2297,470213.2
2298,437565.56
2299,449145.47
2300,468419.75
2301,456967.88
2302,346748.25
2303,354531.7
2304,358716.28
2305,282258.72
2306,279608.72
2307,289878.6
2308,324970.6
2309,415605.16
2310,339442.75
2311,308142.8
2312,283729.03
2313,261972.56
2314,301003.53
2315,278068.5
2316,291751.5
2317,283360.47
2318,271102.47
2319,296142.78
2320,301890.12
2321,375249.16
2322,279908.88
2323,340849.62
2324,304335.66
2325,296800.16
2326,308683.72
2327,311887.22
2328,346898.4
2329,296169.06
2330,289801.75
2331,467421.5
2332,469257.66
2333,442078.78
2334,340658.88
2335,373301.34
2336,450603.75
2337,319794.2
2338,463123.22
2339,306508.84
2340,538593.5
2341,306492.47
2342,348078.2
2343,324708.2
2344,286952.03
2345,340981.62
2346,347808.72
2347,317212.94
2348,378151.16
2349,266419.25
2350,466408.5
2351,373083.16
2352,367766.62
2353,313496.06
2354,237458.48
2355,254555.0
2356,266625.16
2357,278306.5
2358,285732.47
2359,225720.42
2360,204053.98
2361,238324.0
2362,358886.34
2363,219714.94
2364,291823.56
2365,377533.16
2366,330119.0
2367,343730.4
2368,318386.44
2369,331284.34
2370,272684.44
2371,257107.75
2372,329795.5
2373,407152.84
2374,414086.34
2375,413785.53
2376,331985.2
2377,409680.28
2378,221749.69
2379,255476.25
2380,242358.42
2381,247040.75
2382,307443.03
2383,300398.16
2384,341453.8
2385,265722.72
2386,222388.64
2387,244688.73
2388,144234.25
2389,213466.38
2390,235191.2
2391,252611.12
2392,196708.38
2393,274131.56
2394,228460.89
2395,304779.75
2396,209333.34
2397,325396.38
2398,261233.84
2399,142964.2
2400,144245.39
2401,214894.75
2402,214730.25
2403,185644.94
2404,233448.4
2405,241907.22
2406,255599.31
2407,210909.19
2408,228508.17
2409,190730.47
2410,234312.7
2411,201663.4
2412,240888.97
2413,196446.67
2414,244421.0
2415,178066.02
2416,216182.55
2417,209273.67
2418,239527.55
2419,187747.84
2420,222530.78
2421,218405.27
2422,191751.27
2423,209970.56
2424,247815.9
2425,266485.06
2426,236916.28
2427,215259.86
2428,310388.2
2429,196345.34
2430,221878.1
2431,179202.31
2432,251344.72
2433,231081.4
2434,210826.94
2435,225623.14
2436,154519.92
2437,185572.72
2438,215337.47
2439,187562.08
2440,198719.88
2441,185607.58
2442,184581.3
2443,203064.12
2444,240171.22
2445,164097.89
2446,180195.1
2447,314897.47
2448,201540.17
2449,186886.97
2450,225008.81
2451,227276.1
2452,287176.25
2453,133905.4
2454,167120.58
2455,254673.5
2456,199237.73
2457,241975.97
2458,215164.22
2459,187090.1
2460,223372.77
2461,191867.97
2462,229767.3
2463,196780.44
2464,249775.27
2465,220940.58
2466,188965.75
2467,263700.12
2468,151989.16
2469,133256.6
2470,245828.05
2471,332950.66
2472,218134.86
2473,208205.45
2474,126833.45
2475,300066.28
2476,214647.53
2477,216070.02
2478,218102.83
2479,185953.95
2480,271592.6
2481,201653.98
2482,236945.2
2483,190166.33
2484,202191.06
2485,213631.33
2486,255085.5
2487,256679.0
2488,295077.72
2489,272055.06
2490,247953.95
2491,138482.92
2492,274179.16
2493,269680.84
2494,220863.05
2495,168274.47
2496,302403.88
2497,220860.52
2498,199974.05
2499,146451.56
2500,220456.9
2501,198921.44
2502,254868.6
2503,172199.47
2504,240519.62
2505,346963.28
2506,389554.9
2507,357141.3
2508,389231.1
2509,292032.9
2510,327202.5
2511,291352.78
2512,303219.72
2513,298416.8
2514,372507.56
2515,273607.1
2516,296602.94
2517,263244.06
2518,267955.0
2519,347514.62
2520,358133.84
2521,309693.94
2522,348914.03
2523,218535.9
2524,219519.53
2525,249483.64
2526,221543.81
2527,196461.1
2528,228038.81
2529,258594.0
2530,262734.7
2531,386045.56
2532,339582.0
2533,316445.78
2534,353217.56
2535,433254.56
2536,345383.22
2537,416638.53
2538,297861.22
2539,305273.7
2540,266680.84
2541,292159.94
2542,249330.7
2543,217227.05
2544,204170.78
2545,216142.34
2546,188665.2
2547,249368.75
2548,168408.36
2549,268828.06
2550,668180.7
2551,260063.55
2552,239417.7
2553,106627.03
2554,163427.27
2555,249493.16
2556,206866.9
2557,200191.19
2558,200645.72
2559,200694.33
2560,273188.1
2561,298242.4
2562,238129.98
2563,246276.48
2564,320263.28
2565,190996.77
2566,248043.83
2567,223895.72
2568,266045.53
2569,285123.28
2570,218156.5
2571,262680.3
2572,301141.9
2573,282637.97
2574,366541.1
2575,214170.28
2576,194100.22
2577,259414.56
2578,151253.0
2579,105316.26
2580,155936.2
2581,172560.81
2582,184340.98
2583,404588.16
2584,262805.1
2585,295792.78
2586,388414.56
2587,315298.66
2588,268480.9
2589,258237.16
2590,300245.78
2591,307575.6
2592,291784.88
2593,365911.72
2594,294183.62
2595,354971.53
2596,450056.6
2597,259431.88
2598,367776.44
2599,447954.53
2600,184440.52
2601,280305.03
2602,157085.36
2603,175778.78
2604,163481.52
2605,144480.27
2606,249608.34
2607,301460.0
2608,318150.0
2609,266820.75
2610,200679.39
2611,176335.05
2612,256100.73
2613,240596.02
2614,226049.81
2615,237992.84
2616,248631.89
2617,255685.38
2618,291042.28
2619,244611.75
2620,315698.22
2621,292726.1
2622,296038.3
2623,366751.6
2624,365230.84
2625,369195.1
2626,285859.22
2627,285420.9
2628,617973.06
2629,523353.1
2630,498471.5
2631,575346.06
2632,530511.44
2633,446489.9
2634,550536.75
2635,254244.2
2636,258194.55
2637,289101.7
2638,359365.5
2639,291719.78
2640,251737.4
2641,196117.6
2642,296672.53
2643,173772.98
2644,185651.66
2645,183834.67
2646,169743.95
2647,181979.58
2648,245359.84
2649,221144.42
2650,224992.72
2651,203183.64
2652,524551.3
2653,378092.38
2654,318602.1
2655,566290.0
2656,467730.53
2657,475520.5
2658,396306.62
2659,413844.72
2660,428183.3
2661,527564.5
2662,537833.8
2663,452865.47
2664,405451.44
2665,477516.88
2666,425415.94
2667,270466.7
2668,291336.1
2669,265215.12
2670,393628.88
2671,297834.25
2672,296491.22
2673,301293.03
2674,293922.25
2675,269886.4
2676,308043.5
2677,296505.66
2678,354337.0
2679,429225.44
2680,390076.5
2681,508365.53
2682,432334.56
2683,590153.3
2684,422316.28
2685,451331.88
2686,380949.88
2687,511481.25
2688,318899.1
2689,346665.25
2690,587247.94
2691,271332.4
2692,228525.39
2693,291631.03
2694,234089.58
2695,294931.97
2696,297543.53
2697,282240.4
2698,293685.5
2699,258843.45
2700,249045.05
2701,259129.95
2702,191355.94
2703,148661.28
2704,257573.31
2705,198618.7
2706,195559.53
2707,213721.81
2708,222538.42
2709,196138.53
2710,219765.02
2711,342991.0
2712,481640.44
2713,294850.12
2714,261823.45
2715,268302.75
2716,277827.56
2717,320048.03
2718,354532.03
2719,228737.11
2720,263603.8
2721,215862.61
2722,229490.72
2723,272140.7
2724,208758.39
2725,221085.8
2726,233437.72
2727,275291.9
2728,253411.0
2729,224125.81
2730,214245.05
2731,249309.55
2732,218937.67
2733,236181.53
2734,187824.31
2735,203861.81
2736,203333.67
2737,216528.16
2738,178032.56
2739,255403.4
2740,220187.33
2741,216053.94
2742,222577.9
2743,233432.16
2744,282016.0
2745,251036.17
2746,251221.3
2747,227052.1
2748,213768.5
2749,217733.73
2750,210796.78
2751,249739.55
2752,271794.7
2753,238988.38
2754,281759.28
2755,210214.6
2756,230184.67
2757,164655.33
2758,218904.27
2759,245551.8
2760,195538.08
2761,234989.88
2762,233790.17
2763,265377.56
2764,204452.14
2765,375406.28
2766,178297.97
2767,132870.05
2768,174545.97
2769,207111.48
2770,251213.39
2771,194601.03
2772,188540.92
2773,244991.83
2774,191290.25
2775,178071.11
2776,246481.12
2777,237046.02
2778,213708.56
2779,175180.67
2780,175551.28
2781,172072.08
2782,182183.27
2783,182857.42
2784,209111.88
2785,200271.39
2786,166554.16
2787,204521.95
2788,156709.34
2789,264333.1
2790,165023.03
2791,188619.69
2792,106749.53
2793,265395.28
2794,185510.78
2795,205024.23
2796,188745.66
2797,217597.56
2798,200857.27
2799,224392.72
2800,149468.17
2801,193083.5
2802,209760.0
2803,194766.28
2804,159068.52
2805,153056.67
2806,152076.72
2807,296692.9
2808,243503.84
2809,229049.05
2810,211406.8
2811,229327.72
2812,266941.66
2813,194471.34
2814,194303.39
2815,194934.27
2816,320821.78
2817,259904.88
2818,226959.66
2819,249426.78
2820,231438.25
2821,187498.77
2822,289973.44
2823,327365.1
2824,243179.88
2825,212747.12
2826,225810.86
2827,204385.08
2828,278980.12
2829,311475.84
2830,313768.25
2831,292525.72
2832,329730.4
2833,433974.53
2834,303516.84
2835,292618.38
2836,292458.22
2837,234511.67
2838,262951.25
2839,296967.78
2840,324955.1
2841,325182.62
2842,366699.5
2843,240588.44
2844,266609.88
2845,214016.75
2846,331996.9
2847,320335.38
2848,378766.16
2849,307338.38
2850,439120.66
2851,317489.56
2852,365082.5
2853,357986.3
2854,274012.38
2855,325755.62
2856,307469.12
2857,291409.2
2858,312049.97
2859,206653.75
2860,205898.94
2861,193906.52
2862,304965.84
2863,241151.92
2864,327598.1
2865,265098.8
2866,221916.81
2867,184330.27
2868,164023.4
2869,158799.92
2870,203374.8
2871,165929.66
2872,144121.36
2873,213414.06
2874,207042.17
2875,201104.14
2876,309650.5
2877,210984.44
2878,257333.42
2879,220339.19
2880,181512.45
2881,215761.97
2882,232095.6
2883,281132.8
2884,341097.1
2885,260525.02
2886,269854.75
2887,180417.42
2888,217198.05
2889,141708.19
2890,178421.12
2891,193143.9
2892,81612.16
2893,131386.7
2894,127960.69
2895,427066.3
2896,427973.88
2897,264595.16
2898,196154.25
2899,333521.12
2900,237071.11
2901,271118.5
2902,289784.34
2903,466992.0
2904,525259.2
2905,104860.45
2906,331715.25
2907,189432.34
2908,246087.95
2909,193440.88
2910,165453.23
2911,157676.4
2912,220420.33
2913,161925.2
2914,142589.22
2915,151638.92
2916,159657.12
2917,292855.38
2918,212117.27
2919,351136.53
